dd/mm/yy hh:mm,latitude n,longitude w,Dublin,year,month,day,hour,minute,date,10_min,20_min,30_min,
01/01/2005 12:25,53.6,-6.65,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:25,53.55,-6.7,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:25,53.55,-6.7,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:25,53.6,-6.65,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:25,53.575,-6.65,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:25,53.3,-6.75,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:25,53.3,-6.75,1,2005,1,1,12,25,2005111225,2005111220,2005111220,200511120,1
01/01/2005 12:29,53.275,-6.75,1,2005,1,1,12,29,2005111229,2005111220,2005111220,200511120,1
01/01/2005 12:29,53.275,-6.7,1,2005,1,1,12,29,2005111229,2005111220,2005111220,200511120,1
01/01/2005 12:29,53.375,-6.7,1,2005,1,1,12,29,2005111229,2005111220,2005111220,200511120,1
01/01/2005 12:29,53.325,-6.65,1,2005,1,1,12,29,2005111229,2005111220,2005111220,200511120,1
01/01/2005 12:35,53.225,-6.6,1,2005,1,1,12,35,2005111235,2005111230,2005111220,2005111230,1
01/01/2005 12:35,53.3,-6.55,1,2005,1,1,12,35,2005111235,2005111230,2005111220,2005111230,1
01/01/2005 12:35,53.25,-6.6,1,2005,1,1,12,35,2005111235,2005111230,2005111220,2005111230,1
01/01/2005 12:35,53.275,-6.5,1,2005,1,1,12,35,2005111235,2005111230,2005111220,2005111230,1
01/01/2005 12:35,53.225,-6.6,1,2005,1,1,12,35,2005111235,2005111230,2005111220,2005111230,1
01/01/2005 12:40,53.3,-6.5,1,2005,1,1,12,40,2005111240,2005111240,2005111240,2005111230,1
01/01/2005 12:40,53.3,-6.45,1,2005,1,1,12,40,2005111240,2005111240,2005111240,2005111230,1
01/01/2005 12:40,53.3,-6.4,1,2005,1,1,12,40,2005111240,2005111240,2005111240,2005111230,1
01/01/2005 12:40,53.35,-6.35,1,2005,1,1,12,40,2005111240,2005111240,2005111240,2005111230,1
01/01/2005 12:40,53.175,-6.5,1,2005,1,1,12,40,2005111240,2005111240,2005111240,2005111230,1
01/01/2005 12:40,53.2,-6.5,1,2005,1,1,12,40,2005111240,2005111240,2005111240,2005111230,1
01/01/2005 12:45,53.275,-6.4,1,2005,1,1,12,45,2005111245,2005111240,2005111240,2005111230,1
01/01/2005 12:45,53.225,-6.4,1,2005,1,1,12,45,2005111245,2005111240,2005111240,2005111230,1
01/01/2005 12:50,53.15,-6.35,1,2005,1,1,12,50,2005111250,2005111250,2005111240,2005111230,1
13/02/2005 09:49,53.2,-6.3,1,2005,2,13,9,49,2005213949,2005213940,2005213940,2005213930,1
22/02/2005 07:34,53.475,-6.7,1,2005,2,22,7,34,2005222734,2005222730,2005222720,2005222730,1
22/02/2005 07:54,53.425,-6.2,1,2005,2,22,7,54,2005222754,2005222750,2005222740,2005222730,1
23/02/2005 15:25,53.45,-6.6,1,2005,2,23,15,25,20052231525,20052231520,20052231520,2005223150,1
02/03/2005 07:25,53.375,-6.2,1,2005,3,2,7,25,200532725,200532720,200532720,20053270,1
02/03/2005 07:34,53.45,-6.05,1,2005,3,2,7,34,200532734,200532730,200532720,200532730,1
02/03/2005 07:34,53.25,-6.05,1,2005,3,2,7,34,200532734,200532730,200532720,200532730,1
06/04/2005 12:00,53.2,-6.35,1,2005,4,6,12,0,200546120,200546120,200546120,200546120,1
06/04/2005 12:00,53.2,-6.35,1,2005,4,6,12,0,200546120,200546120,200546120,200546120,1
18/04/2005 14:14,53.2,-6.55,1,2005,4,18,14,14,20054181414,20054181410,2005418140,2005418140,1
03/05/2005 14:05,53.4,-6.35,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:05,53.4,-6.3,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:05,53.375,-6.35,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:05,53.375,-6.4,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:05,53.4,-6.35,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:05,53.4,-6.35,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:05,53.375,-6.4,1,2005,5,3,14,5,200553145,200553140,200553140,200553140,1
03/05/2005 14:14,53.4,-6.35,1,2005,5,3,14,14,2005531414,2005531410,200553140,200553140,1
03/05/2005 14:14,53.35,-6.35,1,2005,5,3,14,14,2005531414,2005531410,200553140,200553140,1
03/05/2005 14:14,53.375,-6.35,1,2005,5,3,14,14,2005531414,2005531410,200553140,200553140,1
03/05/2005 14:19,53.325,-6.3,1,2005,5,3,14,19,2005531419,2005531410,200553140,200553140,1
08/05/2005 12:00,53.275,-6.35,1,2005,5,8,12,0,200558120,200558120,200558120,200558120,1
21/05/2005 14:19,53.225,-6.7,1,2005,5,21,14,19,20055211419,20055211410,2005521140,2005521140,1
21/05/2005 14:29,53.25,-6.65,1,2005,5,21,14,29,20055211429,20055211420,20055211420,2005521140,1
21/05/2005 14:29,53.225,-6.6,1,2005,5,21,14,29,20055211429,20055211420,20055211420,2005521140,1
21/05/2005 16:14,53.225,-6.75,1,2005,5,21,16,14,20055211614,20055211610,2005521160,2005521160,1
21/05/2005 16:14,53.15,-6.75,1,2005,5,21,16,14,20055211614,20055211610,2005521160,2005521160,1
21/05/2005 16:14,53.175,-6.75,1,2005,5,21,16,14,20055211614,20055211610,2005521160,2005521160,1
21/05/2005 16:14,53.175,-6.75,1,2005,5,21,16,14,20055211614,20055211610,2005521160,2005521160,1
21/05/2005 16:29,53.175,-6.75,1,2005,5,21,16,29,20055211629,20055211620,20055211620,2005521160,1
21/05/2005 17:04,53.175,-6.75,1,2005,5,21,17,4,2005521174,2005521170,2005521170,2005521170,1
21/05/2005 17:04,53.15,-6.75,1,2005,5,21,17,4,2005521174,2005521170,2005521170,2005521170,1
21/05/2005 17:04,53.175,-6.75,1,2005,5,21,17,4,2005521174,2005521170,2005521170,2005521170,1
22/05/2005 12:44,53.1,-6.75,1,2005,5,22,12,44,20055221244,20055221240,20055221240,20055221230,1
22/05/2005 13:04,53.45,-6.75,1,2005,5,22,13,4,2005522134,2005522130,2005522130,2005522130,1
22/05/2005 17:59,53.45,-5.9,1,2005,5,22,17,59,20055221759,20055221750,20055221740,20055221730,1
30/05/2005 12:59,53.25,-6.7,1,2005,5,30,12,59,20055301259,20055301250,20055301240,20055301230,1
30/05/2005 13:24,53.275,-6.75,1,2005,5,30,13,24,20055301324,20055301320,20055301320,2005530130,1
30/05/2005 13:29,53.3,-6.75,1,2005,5,30,13,29,20055301329,20055301320,20055301320,2005530130,1
30/05/2005 14:14,53.45,-6.5,1,2005,5,30,14,14,20055301414,20055301410,2005530140,2005530140,1
30/05/2005 14:19,53.475,-6.5,1,2005,5,30,14,19,20055301419,20055301410,2005530140,2005530140,1
30/05/2005 14:19,53.475,-6.55,1,2005,5,30,14,19,20055301419,20055301410,2005530140,2005530140,1
29/06/2005 06:39,53.2,-6.1,1,2005,6,29,6,39,2005629639,2005629630,2005629620,2005629630,1
29/06/2005 06:39,53.2,-6.05,1,2005,6,29,6,39,2005629639,2005629630,2005629620,2005629630,1
29/06/2005 18:04,53.4,-6.35,1,2005,6,29,18,4,2005629184,2005629180,2005629180,2005629180,1
29/06/2005 18:09,53.4,-6.35,1,2005,6,29,18,9,2005629189,2005629180,2005629180,2005629180,1
03/07/2005 14:35,53.5,-6.75,1,2005,7,3,14,35,2005731435,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.55,-6.7,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.525,-6.7,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.55,-6.7,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.55,-6.7,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.5,-6.75,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.55,-6.65,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:39,53.55,-6.7,1,2005,7,3,14,39,2005731439,2005731430,2005731420,2005731430,1
03/07/2005 14:44,53.575,-6.65,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:44,53.55,-6.65,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:44,53.55,-6.65,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:44,53.55,-6.65,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:44,53.55,-6.65,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:44,53.525,-6.65,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:44,53.55,-6.7,1,2005,7,3,14,44,2005731444,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.6,-6.7,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.575,-6.65,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.575,-6.65,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.575,-6.6,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.575,-6.65,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.55,-6.6,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:49,53.6,-6.65,1,2005,7,3,14,49,2005731449,2005731440,2005731440,2005731430,1
03/07/2005 14:54,53.6,-6.6,1,2005,7,3,14,54,2005731454,2005731450,2005731440,2005731430,1
03/07/2005 14:54,53.575,-6.5,1,2005,7,3,14,54,2005731454,2005731450,2005731440,2005731430,1
03/07/2005 14:54,53.575,-6.5,1,2005,7,3,14,54,2005731454,2005731450,2005731440,2005731430,1
03/07/2005 14:54,53.55,-6.55,1,2005,7,3,14,54,2005731454,2005731450,2005731440,2005731430,1
03/07/2005 14:54,53.575,-6.5,1,2005,7,3,14,54,2005731454,2005731450,2005731440,2005731430,1
03/07/2005 14:54,53.575,-6.55,1,2005,7,3,14,54,2005731454,2005731450,2005731440,2005731430,1
03/07/2005 15:00,53.6,-6.5,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.55,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.55,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.55,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.5,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.55,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.575,-6.6,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.5,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.5,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:00,53.6,-6.5,1,2005,7,3,15,0,200573150,200573150,200573150,200573150,1
03/07/2005 15:05,53.6,-6.45,1,2005,7,3,15,5,200573155,200573150,200573150,200573150,1
03/07/2005 15:09,53.625,-6.45,1,2005,7,3,15,9,200573159,200573150,200573150,200573150,1
03/07/2005 15:09,53.625,-6.4,1,2005,7,3,15,9,200573159,200573150,200573150,200573150,1
25/08/2005 12:05,53.55,-6.55,1,2005,8,25,12,5,2005825125,2005825120,2005825120,2005825120,1
25/08/2005 12:09,53.55,-6.5,1,2005,8,25,12,9,2005825129,2005825120,2005825120,2005825120,1
25/08/2005 12:09,53.425,-6.75,1,2005,8,25,12,9,2005825129,2005825120,2005825120,2005825120,1
25/08/2005 12:09,53.45,-6.75,1,2005,8,25,12,9,2005825129,2005825120,2005825120,2005825120,1
25/08/2005 12:14,53.5,-6.6,1,2005,8,25,12,14,20058251214,20058251210,2005825120,2005825120,1
25/08/2005 12:14,53.425,-6.7,1,2005,8,25,12,14,20058251214,20058251210,2005825120,2005825120,1
25/08/2005 12:14,53.45,-6.75,1,2005,8,25,12,14,20058251214,20058251210,2005825120,2005825120,1
25/08/2005 12:14,53.475,-6.7,1,2005,8,25,12,14,20058251214,20058251210,2005825120,2005825120,1
25/08/2005 12:14,53.45,-6.6,1,2005,8,25,12,14,20058251214,20058251210,2005825120,2005825120,1
25/08/2005 12:20,53.525,-6.35,1,2005,8,25,12,20,20058251220,20058251220,20058251220,2005825120,1
25/08/2005 12:20,53.45,-6.65,1,2005,8,25,12,20,20058251220,20058251220,20058251220,2005825120,1
25/08/2005 12:20,53.425,-6.65,1,2005,8,25,12,20,20058251220,20058251220,20058251220,2005825120,1
25/08/2005 12:20,53.45,-6.6,1,2005,8,25,12,20,20058251220,20058251220,20058251220,2005825120,1
25/08/2005 12:20,53.525,-6.35,1,2005,8,25,12,20,20058251220,20058251220,20058251220,2005825120,1
25/08/2005 12:24,53.425,-6.6,1,2005,8,25,12,24,20058251224,20058251220,20058251220,2005825120,1
25/08/2005 12:29,53.575,-6.2,1,2005,8,25,12,29,20058251229,20058251220,20058251220,2005825120,1
25/08/2005 12:29,53.525,-6.2,1,2005,8,25,12,29,20058251229,20058251220,20058251220,2005825120,1
25/08/2005 12:45,53.3,-6.7,1,2005,8,25,12,45,20058251245,20058251240,20058251240,20058251230,1
25/08/2005 13:00,53.3,-6.45,1,2005,8,25,13,0,2005825130,2005825130,2005825130,2005825130,1
25/08/2005 13:00,53.25,-6.45,1,2005,8,25,13,0,2005825130,2005825130,2005825130,2005825130,1
25/08/2005 13:15,53.4,-5.95,1,2005,8,25,13,15,20058251315,20058251310,2005825130,2005825130,1
25/08/2005 13:15,53.375,-5.9,1,2005,8,25,13,15,20058251315,20058251310,2005825130,2005825130,1
25/08/2005 13:19,53.3,-5.9,1,2005,8,25,13,19,20058251319,20058251310,2005825130,2005825130,1
25/08/2005 13:29,53.275,-6.75,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.275,-6.75,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.75,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.75,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.75,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.75,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.7,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.7,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.7,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:29,53.25,-6.7,1,2005,8,25,13,29,20058251329,20058251320,20058251320,2005825130,1
25/08/2005 13:34,53.25,-6.7,1,2005,8,25,13,34,20058251334,20058251330,20058251320,20058251330,1
31/08/2005 12:04,53.55,-6.4,1,2005,8,31,12,4,2005831124,2005831120,2005831120,2005831120,1
31/08/2005 12:04,53.575,-6.45,1,2005,8,31,12,4,2005831124,2005831120,2005831120,2005831120,1
31/08/2005 12:04,53.575,-6.45,1,2005,8,31,12,4,2005831124,2005831120,2005831120,2005831120,1
31/08/2005 12:09,53.6,-6.4,1,2005,8,31,12,9,2005831129,2005831120,2005831120,2005831120,1
31/08/2005 12:14,53.275,-6.5,1,2005,8,31,12,14,20058311214,20058311210,2005831120,2005831120,1
31/08/2005 12:14,53.275,-6.5,1,2005,8,31,12,14,20058311214,20058311210,2005831120,2005831120,1
31/08/2005 12:20,53.35,-6.45,1,2005,8,31,12,20,20058311220,20058311220,20058311220,2005831120,1
31/08/2005 12:29,53.425,-6.45,1,2005,8,31,12,29,20058311229,20058311220,20058311220,2005831120,1
31/08/2005 12:49,53.55,-6.25,1,2005,8,31,12,49,20058311249,20058311240,20058311240,20058311230,1
31/08/2005 12:54,53.6,-6.25,1,2005,8,31,12,54,20058311254,20058311250,20058311240,20058311230,1
31/08/2005 12:54,53.625,-6.25,1,2005,8,31,12,54,20058311254,20058311250,20058311240,20058311230,1
04/09/2005 21:59,53.325,-5.95,1,2005,9,4,21,59,2005942159,2005942150,2005942140,2005942130,1
01/04/2006 14:19,53.1,-6.6,1,2006,4,1,14,19,2006411419,2006411410,200641140,200641140,1
01/04/2006 15:59,53.125,-6.75,1,2006,4,1,15,59,2006411559,2006411550,2006411540,2006411530,1
01/04/2006 16:49,53.175,-6.3,1,2006,4,1,16,49,2006411649,2006411640,2006411640,2006411630,1
02/04/2006 15:34,53.3,-5.95,1,2006,4,2,15,34,2006421534,2006421530,2006421520,2006421530,1
02/04/2006 15:54,53.475,-6.35,1,2006,4,2,15,54,2006421554,2006421550,2006421540,2006421530,1
02/04/2006 15:54,53.275,-6.2,1,2006,4,2,15,54,2006421554,2006421550,2006421540,2006421530,1
08/04/2006 12:49,53.2,-6.25,1,2006,4,8,12,49,2006481249,2006481240,2006481240,2006481230,1
08/04/2006 12:49,53.2,-6.25,1,2006,4,8,12,49,2006481249,2006481240,2006481240,2006481230,1
08/04/2006 12:49,53.2,-6.25,1,2006,4,8,12,49,2006481249,2006481240,2006481240,2006481230,1
08/04/2006 13:34,53.25,-6.15,1,2006,4,8,13,34,2006481334,2006481330,2006481320,2006481330,1
08/04/2006 13:39,53.225,-6.1,1,2006,4,8,13,39,2006481339,2006481330,2006481320,2006481330,1
08/04/2006 13:39,53.225,-6.05,1,2006,4,8,13,39,2006481339,2006481330,2006481320,2006481330,1
08/04/2006 13:39,53.225,-6.1,1,2006,4,8,13,39,2006481339,2006481330,2006481320,2006481330,1
11/05/2006 08:09,53.525,-6.75,1,2006,5,11,8,9,200651189,200651180,200651180,200651180,1
11/05/2006 08:09,53.525,-6.75,1,2006,5,11,8,9,200651189,200651180,200651180,200651180,1
11/05/2006 08:29,53.6,-6.6,1,2006,5,11,8,29,2006511829,2006511820,2006511820,200651180,1
11/05/2006 08:35,53.575,-6.55,1,2006,5,11,8,35,2006511835,2006511830,2006511820,2006511830,1
11/05/2006 08:40,53.625,-6.65,1,2006,5,11,8,40,2006511840,2006511840,2006511840,2006511830,1
11/05/2006 08:40,53.575,-6.55,1,2006,5,11,8,40,2006511840,2006511840,2006511840,2006511830,1
11/05/2006 08:40,53.575,-6.55,1,2006,5,11,8,40,2006511840,2006511840,2006511840,2006511830,1
11/05/2006 08:44,53.625,-6.5,1,2006,5,11,8,44,2006511844,2006511840,2006511840,2006511830,1
11/05/2006 08:44,53.6,-6.55,1,2006,5,11,8,44,2006511844,2006511840,2006511840,2006511830,1
11/05/2006 08:44,53.6,-6.45,1,2006,5,11,8,44,2006511844,2006511840,2006511840,2006511830,1
11/05/2006 08:44,53.575,-6.55,1,2006,5,11,8,44,2006511844,2006511840,2006511840,2006511830,1
11/05/2006 08:44,53.625,-6.55,1,2006,5,11,8,44,2006511844,2006511840,2006511840,2006511830,1
11/05/2006 08:44,53.625,-6.55,1,2006,5,11,8,44,2006511844,2006511840,2006511840,2006511830,1
11/05/2006 08:50,53.625,-6.55,1,2006,5,11,8,50,2006511850,2006511850,2006511840,2006511830,1
11/05/2006 08:50,53.625,-6.55,1,2006,5,11,8,50,2006511850,2006511850,2006511840,2006511830,1
11/05/2006 08:50,53.625,-6.55,1,2006,5,11,8,50,2006511850,2006511850,2006511840,2006511830,1
11/05/2006 08:50,53.525,-6.55,1,2006,5,11,8,50,2006511850,2006511850,2006511840,2006511830,1
11/05/2006 08:54,53.55,-6.55,1,2006,5,11,8,54,2006511854,2006511850,2006511840,2006511830,1
11/05/2006 08:54,53.525,-6.55,1,2006,5,11,8,54,2006511854,2006511850,2006511840,2006511830,1
11/05/2006 09:09,53.625,-6.45,1,2006,5,11,9,9,200651199,200651190,200651190,200651190,1
11/05/2006 11:40,53.1,-6.6,1,2006,5,11,11,40,20065111140,20065111140,20065111140,20065111130,1
11/05/2006 11:45,53.1,-6.65,1,2006,5,11,11,45,20065111145,20065111140,20065111140,20065111130,1
11/05/2006 11:45,53.1,-6.65,1,2006,5,11,11,45,20065111145,20065111140,20065111140,20065111130,1
11/05/2006 11:50,53.1,-6.65,1,2006,5,11,11,50,20065111150,20065111150,20065111140,20065111130,1
11/05/2006 11:55,53.1,-6.65,1,2006,5,11,11,55,20065111155,20065111150,20065111140,20065111130,1
11/05/2006 11:55,53.1,-6.7,1,2006,5,11,11,55,20065111155,20065111150,20065111140,20065111130,1
11/05/2006 11:55,53.1,-6.65,1,2006,5,11,11,55,20065111155,20065111150,20065111140,20065111130,1
11/05/2006 11:55,53.1,-6.65,1,2006,5,11,11,55,20065111155,20065111150,20065111140,20065111130,1
11/05/2006 11:59,53.1,-6.65,1,2006,5,11,11,59,20065111159,20065111150,20065111140,20065111130,1
11/05/2006 11:59,53.1,-6.65,1,2006,5,11,11,59,20065111159,20065111150,20065111140,20065111130,1
11/05/2006 11:59,53.1,-6.7,1,2006,5,11,11,59,20065111159,20065111150,20065111140,20065111130,1
11/05/2006 11:59,53.1,-6.7,1,2006,5,11,11,59,20065111159,20065111150,20065111140,20065111130,1
11/05/2006 12:04,53.1,-6.65,1,2006,5,11,12,4,2006511124,2006511120,2006511120,2006511120,1
11/05/2006 12:04,53.1,-6.65,1,2006,5,11,12,4,2006511124,2006511120,2006511120,2006511120,1
11/05/2006 12:09,53.1,-6.6,1,2006,5,11,12,9,2006511129,2006511120,2006511120,2006511120,1
11/05/2006 12:14,53.1,-6.6,1,2006,5,11,12,14,20065111214,20065111210,2006511120,2006511120,1
11/05/2006 12:14,53.1,-6.7,1,2006,5,11,12,14,20065111214,20065111210,2006511120,2006511120,1
11/05/2006 12:14,53.1,-6.7,1,2006,5,11,12,14,20065111214,20065111210,2006511120,2006511120,1
11/05/2006 12:14,53.1,-6.7,1,2006,5,11,12,14,20065111214,20065111210,2006511120,2006511120,1
11/05/2006 12:19,53.1,-6.65,1,2006,5,11,12,19,20065111219,20065111210,2006511120,2006511120,1
11/05/2006 12:19,53.1,-6.65,1,2006,5,11,12,19,20065111219,20065111210,2006511120,2006511120,1
11/05/2006 12:25,53.125,-6.7,1,2006,5,11,12,25,20065111225,20065111220,20065111220,2006511120,1
11/05/2006 12:25,53.1,-6.65,1,2006,5,11,12,25,20065111225,20065111220,20065111220,2006511120,1
11/05/2006 12:25,53.125,-6.75,1,2006,5,11,12,25,20065111225,20065111220,20065111220,2006511120,1
11/05/2006 12:29,53.1,-6.65,1,2006,5,11,12,29,20065111229,20065111220,20065111220,2006511120,1
11/05/2006 12:29,53.1,-6.6,1,2006,5,11,12,29,20065111229,20065111220,20065111220,2006511120,1
11/05/2006 12:29,53.1,-6.65,1,2006,5,11,12,29,20065111229,20065111220,20065111220,2006511120,1
11/05/2006 12:29,53.1,-6.7,1,2006,5,11,12,29,20065111229,20065111220,20065111220,2006511120,1
11/05/2006 12:35,53.125,-6.65,1,2006,5,11,12,35,20065111235,20065111230,20065111220,20065111230,1
11/05/2006 12:35,53.125,-6.6,1,2006,5,11,12,35,20065111235,20065111230,20065111220,20065111230,1
11/05/2006 12:35,53.1,-6.6,1,2006,5,11,12,35,20065111235,20065111230,20065111220,20065111230,1
11/05/2006 12:35,53.1,-6.65,1,2006,5,11,12,35,20065111235,20065111230,20065111220,20065111230,1
11/05/2006 12:39,53.15,-6.75,1,2006,5,11,12,39,20065111239,20065111230,20065111220,20065111230,1
11/05/2006 12:39,53.1,-6.65,1,2006,5,11,12,39,20065111239,20065111230,20065111220,20065111230,1
11/05/2006 12:39,53.1,-6.6,1,2006,5,11,12,39,20065111239,20065111230,20065111220,20065111230,1
11/05/2006 12:44,53.1,-6.6,1,2006,5,11,12,44,20065111244,20065111240,20065111240,20065111230,1
11/05/2006 12:44,53.1,-6.65,1,2006,5,11,12,44,20065111244,20065111240,20065111240,20065111230,1
11/05/2006 12:59,53.1,-6.6,1,2006,5,11,12,59,20065111259,20065111250,20065111240,20065111230,1
11/05/2006 13:05,53.175,-6.7,1,2006,5,11,13,5,2006511135,2006511130,2006511130,2006511130,1
11/05/2006 13:14,53.1,-6.65,1,2006,5,11,13,14,20065111314,20065111310,2006511130,2006511130,1
11/05/2006 13:20,53.1,-6.65,1,2006,5,11,13,20,20065111320,20065111320,20065111320,2006511130,1
12/05/2006 13:19,53.225,-6.2,1,2006,5,12,13,19,20065121319,20065121310,2006512130,2006512130,1
12/05/2006 13:19,53.2,-6.2,1,2006,5,12,13,19,20065121319,20065121310,2006512130,2006512130,1
12/05/2006 13:29,53.2,-6.25,1,2006,5,12,13,29,20065121329,20065121320,20065121320,2006512130,1
12/05/2006 13:49,53.275,-6.15,1,2006,5,12,13,49,20065121349,20065121340,20065121340,20065121330,1
12/05/2006 13:59,53.45,-6.2,1,2006,5,12,13,59,20065121359,20065121350,20065121340,20065121330,1
12/05/2006 14:05,53.175,-6.25,1,2006,5,12,14,5,2006512145,2006512140,2006512140,2006512140,1
12/05/2006 14:05,53.1,-6.4,1,2006,5,12,14,5,2006512145,2006512140,2006512140,2006512140,1
12/05/2006 14:10,53.175,-6.25,1,2006,5,12,14,10,20065121410,20065121410,2006512140,2006512140,1
12/05/2006 14:10,53.125,-6.2,1,2006,5,12,14,10,20065121410,20065121410,2006512140,2006512140,1
12/05/2006 14:10,53.1,-6.25,1,2006,5,12,14,10,20065121410,20065121410,2006512140,2006512140,1
12/05/2006 14:14,53.175,-6.25,1,2006,5,12,14,14,20065121414,20065121410,2006512140,2006512140,1
12/05/2006 14:14,53.1,-6.3,1,2006,5,12,14,14,20065121414,20065121410,2006512140,2006512140,1
12/05/2006 14:14,53.125,-6.25,1,2006,5,12,14,14,20065121414,20065121410,2006512140,2006512140,1
12/05/2006 14:14,53.1,-6.3,1,2006,5,12,14,14,20065121414,20065121410,2006512140,2006512140,1
12/05/2006 14:14,53.125,-6.25,1,2006,5,12,14,14,20065121414,20065121410,2006512140,2006512140,1
12/05/2006 14:19,53.175,-6.25,1,2006,5,12,14,19,20065121419,20065121410,2006512140,2006512140,1
12/05/2006 14:19,53.125,-6.3,1,2006,5,12,14,19,20065121419,20065121410,2006512140,2006512140,1
12/05/2006 14:19,53.125,-6.25,1,2006,5,12,14,19,20065121419,20065121410,2006512140,2006512140,1
12/05/2006 14:19,53.15,-6.3,1,2006,5,12,14,19,20065121419,20065121410,2006512140,2006512140,1
12/05/2006 14:19,53.15,-6.2,1,2006,5,12,14,19,20065121419,20065121410,2006512140,2006512140,1
12/05/2006 14:19,53.125,-6.35,1,2006,5,12,14,19,20065121419,20065121410,2006512140,2006512140,1
12/05/2006 14:24,53.125,-6.3,1,2006,5,12,14,24,20065121424,20065121420,20065121420,2006512140,1
12/05/2006 14:24,53.125,-6.25,1,2006,5,12,14,24,20065121424,20065121420,20065121420,2006512140,1
12/05/2006 14:24,53.1,-6.3,1,2006,5,12,14,24,20065121424,20065121420,20065121420,2006512140,1
